matching.btree_spp,link_sp_name,cz,BL_latin,c_name,sister_split
Crossoptilon mantchuricum,NA,ok,Crossoptilon mantchuricum,NA,
Crossoptilon auritum,NA,ok,Crossoptilon auritum,NA,
Syrmaticus ellioti,NA,ok,Syrmaticus ellioti,NA,
Syrmaticus mikado,NA,ok,Syrmaticus mikado,NA,
Syrmaticus reevesii,NA,ok,Syrmaticus reevesii,NA,
Chrysolophus amherstiae,NA,ok,Chrysolophus amherstiae,NA,
Polyplectron chalcurum,NA,ok,Polyplectron chalcurum,NA,
Polyplectron inopinatum,NA,ok,Polyplectron inopinatum,NA,
Polyplectron germaini,NA,ok,Polyplectron germaini,NA,
Polyplectron bicalcaratum,NA,ok,Polyplectron bicalcaratum,NA,
Polyplectron malacense,NA,ok,Polyplectron malacense,NA,
Polyplectron schleiermacheri,NA,ok,Polyplectron schleiermacheri,NA,
Pavo muticus,NA,ok,Pavo muticus,NA,
Tetrao urogallus,NA,ok,Tetrao urogallus,NA,
Bonasa sewerzowi,NA,ok,Bonasa sewerzowi,NA,
Tympanuchus pallidicinctus,NA,ok,Tympanuchus pallidicinctus,NA,
Agelastes meleagrides,NA,ok,Agelastes meleagrides,NA,
Dendrortyx barbatus,NA,ok,Dendrortyx barbatus,NA,
Odontophorus atrifrons,NA,ok,Odontophorus atrifrons,NA,
Odontophorus speciosus,NA,ok,Odontophorus speciosus,NA,
Odontophorus dialeucos,NA,ok,Odontophorus dialeucos,NA,
Odontophorus strophium,NA,ok,Odontophorus strophium,NA,
Odontophorus columbianus,NA,ok,Odontophorus columbianus,NA,
Dendrocygna guttata,NA,ok,Dendrocygna guttata,NA,
Dendrocygna eytoni,NA,ok,Dendrocygna eytoni,NA,
Dendrocygna arcuata,NA,ok,Dendrocygna arcuata,NA,
Dendrocygna javanica,NA,ok,Dendrocygna javanica,NA,
Oxyura leucocephala,NA,ok,Oxyura leucocephala,NA,
Oxyura maccoa,NA,ok,Oxyura maccoa,NA,
Oxyura australis,NA,ok,Oxyura australis,NA,
Cygnus olor,NA,ok,Cygnus olor,NA,
Cygnus atratus,NA,ok,Cygnus atratus,NA,
Anser erythropus,NA,ok,Anser erythropus,NA,
Anser anser,NA,ok,Anser anser,NA,
Anser indicus,NA,ok,Anser indicus,NA,
Branta sandvicensis,NA,ok,Branta sandvicensis,NA,
Branta leucopsis,NA,ok,Branta leucopsis,NA,
Branta ruficollis,NA,ok,Branta ruficollis,NA,
Tadorna cana,NA,ok,Tadorna cana,NA,
Tadorna tadornoides,NA,ok,Tadorna tadornoides,NA,
Tadorna variegata,NA,ok,Tadorna variegata,NA,
Tadorna tadorna,NA,ok,Tadorna tadorna,NA,
Tachyeres leucocephalus,NA,ok,Tachyeres leucocephalus,NA,
Aix galericulata,NA,ok,Aix galericulata,NA,
Nettapus coromandelianus,NA,ok,Nettapus coromandelianus,NA,
Nettapus auritus,NA,ok,Nettapus auritus,NA,
Chenonetta jubata,NA,ok,Chenonetta jubata,NA,
Anas capensis,NA,ok,Anas capensis,NA,
Anas sparsa,NA,ok,Anas sparsa,NA,
Anas superciliosa,NA,ok,Anas superciliosa,NA,
Anas luzonica,NA,ok,Anas luzonica,NA,
Anas undulata,NA,ok,Anas undulata,NA,
Anas melleri,NA,ok,Anas melleri,NA,
Anas bernieri,NA,ok,Anas bernieri,NA,
Anas castanea,NA,ok,Anas castanea,NA,
Anas aucklandica,NA,ok,Anas aucklandica,NA,
Anas erythrorhyncha,NA,ok,Anas erythrorhyncha,NA,
Netta peposaca,NA,ok,Netta peposaca,NA,
Aythya nyroca,NA,ok,Aythya nyroca,NA,
Aythya innotata,NA,ok,Aythya innotata,NA,
Aythya baeri,NA,ok,Aythya baeri,NA,
Aythya australis,NA,ok,Aythya australis,NA,
Aythya fuligula,NA,ok,Aythya fuligula,NA,
Aythya novaeseelandiae,NA,ok,Aythya novaeseelandiae,NA,
Mergus octosetaceus,NA,ok,Mergus octosetaceus,NA,
Mergus squamatus,NA,ok,Mergus squamatus,NA,
Turnix maculosus,NA,ok,Turnix maculosus,NA,
Turnix ocellatus,NA,ok,Turnix ocellatus,NA,
Turnix suscitator,NA,ok,Turnix suscitator,NA,
Turnix nigricollis,NA,ok,Turnix nigricollis,NA,
Turnix melanogaster,NA,ok,Turnix melanogaster,NA,
Turnix castanotus,NA,ok,Turnix castanotus,NA,
Turnix olivii,NA,ok,Turnix olivii,NA,
Turnix worcesteri,NA,ok,Turnix worcesteri,NA,
Turnix everetti,NA,ok,Turnix everetti,NA,
Turnix pyrrhothorax,NA,ok,Turnix pyrrhothorax,NA,
Turnix velox,NA,ok,Turnix velox,NA,
Indicator maculatus,NA,ok,Indicator maculatus,NA,
Indicator archipelagicus,NA,ok,Indicator archipelagicus,NA,
Indicator willcocksi,NA,ok,Indicator willcocksi,NA,
Indicator exilis,NA,ok,Indicator exilis,NA,
Indicator pumilio,NA,ok,Indicator pumilio,NA,
Indicator meliphilus,NA,ok,Indicator meliphilus,NA,
Indicator xanthonotus,NA,ok,Indicator xanthonotus,NA,
Melignomon zenkeri,NA,ok,Melignomon zenkeri,NA,
Prodotiscus zambesiae,NA,ok,Prodotiscus zambesiae,NA,
Prodotiscus regulus,NA,ok,Prodotiscus regulus,NA,
Jynx ruficollis,NA,ok,Jynx ruficollis,NA,
Picumnus pumilus,NA,ok,Picumnus pumilus,NA,
Picumnus fuscus,NA,ok,Picumnus fuscus,NA,
Picumnus temminckii,NA,ok,Picumnus temminckii,NA,
Picumnus fulvescens,NA,ok,Picumnus fulvescens,NA,
Picumnus limae,NA,ok,Picumnus limae,NA,
Picumnus subtilis,NA,ok,Picumnus subtilis,NA,
Sasia ochracea,NA,ok,Sasia ochracea,NA,
Campethera nubica,NA,ok,Campethera nubica,NA,
Campethera abingoni,NA,ok,Campethera abingoni,NA,
Campethera mombassica,NA,ok,Campethera mombassica,NA,
Campethera notata,NA,ok,Campethera notata,NA,
Campethera maculosa,NA,ok,Campethera maculosa,NA,
Campethera cailliautii,NA,ok,Campethera cailliautii,NA,
Campethera nivosa,NA,ok,Campethera nivosa,NA,
Campethera caroli,NA,ok,Campethera caroli,NA,
Dendropicos poecilolaemus,NA,ok,Dendropicos poecilolaemus,NA,
Dendropicos abyssinicus,NA,ok,Dendropicos abyssinicus,NA,
Dendropicos fuscescens,NA,ok,Dendropicos fuscescens,NA,
Dendropicos stierlingi,NA,ok,Dendropicos stierlingi,NA,
Dendrocopos atratus,NA,ok,Dendrocopos atratus,NA,
Dendrocopos hyperythrus,NA,ok,Dendrocopos hyperythrus,NA,
Dendrocopos darjellensis,NA,ok,Dendrocopos darjellensis,NA,
Dendrocopos syriacus,NA,ok,Dendrocopos syriacus,NA,
Dendrocopos assimilis,NA,ok,Dendrocopos assimilis,NA,
Dendrocopos himalayensis,NA,ok,Dendrocopos himalayensis,NA,
Veniliornis dignus,NA,ok,Veniliornis dignus,NA,
Veniliornis kirkii,NA,ok,Veniliornis kirkii,NA,
Veniliornis chocoensis,NA,ok,Veniliornis chocoensis,NA,
Piculus litae,NA,ok,Piculus litae,NA,
Celeus spectabilis,NA,ok,Celeus spectabilis,NA,
Dryocopus javensis,NA,ok,Dryocopus javensis,NA,
Dryocopus hodgei,NA,ok,Dryocopus hodgei,NA,
Dryocopus martius,NA,ok,Dryocopus martius,NA,
Picus chlorolophus,NA,ok,Picus chlorolophus,NA,
Picus puniceus,NA,ok,Picus puniceus,NA,
Picus viridanus,NA,ok,Picus viridanus,NA,
Picus vittatus,NA,ok,Picus vittatus,NA,
Picus xanthopygaeus,NA,ok,Picus xanthopygaeus,NA,
Picus squamatus,NA,ok,Picus squamatus,NA,
Picus awokera,NA,ok,Picus awokera,NA,
Picus viridis,,ok,Picus sharpei,,
Picus viridis,NA,ok,Picus viridis,NA,
Picus rabieri,NA,ok,Picus rabieri,NA,
Picus erythropygius,NA,ok,Picus erythropygius,NA,
Dinopium shorii,NA,ok,Dinopium shorii,NA,
Chrysocolaptes festivus,NA,ok,Chrysocolaptes festivus,NA,
Gecinulus viridis,NA,ok,Gecinulus viridis,NA,
Dendrocopos noguchii,NA,ok,Dendrocopos noguchii,NA,
Blythipicus pyrrhotis,NA,ok,Blythipicus pyrrhotis,NA,
Meiglyptes jugularis,NA,ok,Meiglyptes jugularis,NA,
Meiglyptes tukki,NA,ok,Meiglyptes tukki,NA,
Hemicircus canente,NA,ok,Hemicircus canente,NA,
Mulleripicus fulvus,NA,ok,Mulleripicus fulvus,NA,
Gymnobucco peli,NA,ok,Gymnobucco peli,NA,
Gymnobucco sladeni,NA,ok,Gymnobucco sladeni,NA,
Stactolaema anchietae,NA,ok,Stactolaema anchietae,NA,
Stactolaema whytii,NA,ok,Stactolaema whytii,NA,
Pogoniulus leucomystax,NA,ok,Pogoniulus leucomystax,NA,
Pogoniulus simplex,NA,ok,Pogoniulus simplex,NA,
Pogoniulus atroflavus,NA,ok,Pogoniulus atroflavus,NA,
Pogoniulus subsulphureus,NA,ok,Pogoniulus subsulphureus,NA,
Pogoniulus bilineatus,NA,ok,Pogoniulus bilineatus,NA,
Pogoniulus chrysoconus,NA,ok,Pogoniulus chrysoconus,NA,
Pogoniulus pusillus,NA,ok,Pogoniulus pusillus,NA,
Tricholaema diademata,NA,ok,Tricholaema diademata,NA,
Tricholaema frontata,NA,ok,Tricholaema frontata,NA,
Tricholaema leucomelas,NA,ok,Tricholaema leucomelas,NA,
Tricholaema lacrymosa,NA,ok,Tricholaema lacrymosa,NA,
Tricholaema melanocephala,NA,ok,Tricholaema melanocephala,NA,
Lybius undatus,NA,ok,Lybius undatus,NA,
Lybius rubrifacies,NA,ok,Lybius rubrifacies,NA,
Lybius torquatus,NA,ok,Lybius torquatus,NA,
Trachyphonus margaritatus,NA,ok,Trachyphonus margaritatus,NA,
Trachyphonus erythrocephalus,NA,ok,Trachyphonus erythrocephalus,NA,
Capito dayi,NA,ok,Capito dayi,NA,
Capito quinticolor,NA,ok,Capito quinticolor,NA,
Capito brunneipectus,NA,ok,Capito brunneipectus,NA,
Eubucco tucinkae,NA,ok,Eubucco tucinkae,NA,
Semnornis ramphastinus,NA,ok,Semnornis ramphastinus,NA,
Aulacorhynchus huallagae,NA,ok,Aulacorhynchus huallagae,NA,
Brachygalba goeringi,NA,ok,Brachygalba goeringi,NA,
Brachygalba lugubris,NA,ok,Brachygalba lugubris,NA,
Brachygalba albogularis,NA,ok,Brachygalba albogularis,NA,
Galbula cyanicollis,NA,ok,Galbula cyanicollis,NA,
Galbula pastazae,NA,ok,Galbula pastazae,NA,
Galbula leucogastra,NA,ok,Galbula leucogastra,NA,
Notharchus macrorhynchos,NA,ok,Notharchus macrorhynchos,NA,
Notharchus ordii,NA,ok,Notharchus ordii,NA,
Nystalus radiatus,NA,ok,Nystalus radiatus,NA,
Nystalus chacuru,NA,ok,Nystalus chacuru,NA,
Nystalus striolatus,NA,ok,Nystalus striolatus,NA,
Malacoptila semicincta,NA,ok,Malacoptila semicincta,NA,
Malacoptila fulvogularis,NA,ok,Malacoptila fulvogularis,NA,
Malacoptila rufa,NA,ok,Malacoptila rufa,NA,
Malacoptila panamensis,NA,ok,Malacoptila panamensis,NA,
Malacoptila mystacalis,NA,ok,Malacoptila mystacalis,NA,
Nonnula rubecula,NA,ok,Nonnula rubecula,NA,
Nonnula sclateri,NA,ok,Nonnula sclateri,NA,
Nonnula brunnea,NA,ok,Nonnula brunnea,NA,
Nonnula frontalis,NA,ok,Nonnula frontalis,NA,
Nonnula amaurocephala,NA,ok,Nonnula amaurocephala,NA,
Monasa atra,NA,ok,Monasa atra,NA,
Monasa morphoeus,NA,ok,Monasa morphoeus,NA,
Monasa flavirostris,NA,ok,Monasa flavirostris,NA,
Phoeniculus damarensis,NA,ok,Phoeniculus damarensis,NA,
Phoeniculus somaliensis,NA,ok,Phoeniculus somaliensis,NA,
Phoeniculus bollei,NA,ok,Phoeniculus bollei,NA,
Rhinopomastus aterrimus,NA,ok,Rhinopomastus aterrimus,NA,
Rhinopomastus minor,NA,ok,Rhinopomastus minor,NA,
Apaloderma narina,NA,ok,Apaloderma narina,NA,
Apaloderma aequatoriale,NA,ok,Apaloderma aequatoriale,NA,
Pharomachrus antisianus,NA,ok,Pharomachrus antisianus,NA,
Pharomachrus fulgidus,NA,ok,Pharomachrus fulgidus,NA,
Pharomachrus auriceps,NA,ok,Pharomachrus auriceps,NA,
Pharomachrus pavoninus,NA,ok,Pharomachrus pavoninus,NA,
Trogon clathratus,NA,ok,Trogon clathratus,NA,
Trogon comptus,NA,ok,Trogon comptus,NA,
Trogon bairdii,NA,ok,Trogon bairdii,NA,
Trogon melanocephalus,NA,ok,Trogon melanocephalus,NA,
Trogon rufus,NA,ok,Trogon rufus,NA,
Harpactes kasumba,NA,ok,Harpactes kasumba,NA,
Harpactes diardii,NA,ok,Harpactes diardii,NA,
Harpactes ardens,NA,ok,Harpactes ardens,NA,
Harpactes whiteheadi,NA,ok,Harpactes whiteheadi,NA,
Harpactes orrhophaeus,NA,ok,Harpactes orrhophaeus,NA,
Harpactes duvaucelii,NA,ok,Harpactes duvaucelii,NA,
Harpactes oreskios,NA,ok,Harpactes oreskios,NA,
Harpactes erythrocephalus,NA,ok,Harpactes erythrocephalus,NA,
Harpactes wardi,NA,ok,Harpactes wardi,NA,
Coracias abyssinicus,NA,ok,Coracias abyssinicus,NA,
Coracias caudatus,NA,ok,Coracias caudatus,NA,
Coracias spatulatus,NA,ok,Coracias spatulatus,NA,
Coracias temminckii,NA,ok,Coracias temminckii,NA,
Coracias cyanogaster,NA,ok,Coracias cyanogaster,NA,
Eurystomus gularis,NA,ok,Eurystomus gularis,NA,
Eurystomus azureus,NA,ok,Eurystomus azureus,NA,
Todiramphus albonotatus,NA,ok,Todiramphus albonotatus,NA,
Todiramphus enigma,NA,ok,Todiramphus enigma,NA,
Nyctyornis athertoni,NA,ok,Nyctyornis athertoni,NA,
Merops muelleri,,ok,Merops mentalis,,
Merops muelleri,NA,ok,Merops muelleri,NA,
Merops bulocki,NA,ok,Merops bulocki,NA,
Merops bullockoides,NA,ok,Merops bullockoides,NA,
Merops pusillus,NA,ok,Merops pusillus,NA,
Merops oreobates,NA,ok,Merops oreobates,NA,
Merops hirundineus,NA,ok,Merops hirundineus,NA,
Merops breweri,NA,ok,Merops breweri,NA,
Merops revoilii,NA,ok,Merops revoilii,NA,
Merops boehmi,NA,ok,Merops boehmi,NA,
Merops persicus,NA,ok,Merops persicus,NA,
Merops superciliosus,NA,ok,Merops superciliosus,NA,
Merops philippinus,NA,ok,Merops philippinus,NA,
Merops ornatus,NA,ok,Merops ornatus,NA,
Merops apiaster,NA,ok,Merops apiaster,NA,
Merops leschenaulti,NA,ok,Merops leschenaulti,NA,
Merops malimbicus,NA,ok,Merops malimbicus,NA,
Colius leucocephalus,NA,ok,Colius leucocephalus,NA,
Colius castanotus,NA,ok,Colius castanotus,NA,
Colius colius,NA,ok,Colius colius,NA,
Urocolius indicus,NA,ok,Urocolius indicus,NA,
Clamator levaillantii,NA,ok,Clamator levaillantii,NA,
Clamator glandarius,NA,ok,Clamator glandarius,NA,
Cuculus crassirostris,NA,ok,Cuculus crassirostris,NA,
Cuculus solitarius,NA,ok,Cuculus solitarius,NA,
Cuculus clamosus,NA,ok,Cuculus clamosus,NA,
Cuculus micropterus,NA,ok,Cuculus micropterus,NA,
Cuculus gularis,NA,ok,Cuculus gularis,NA,
Cuculus poliocephalus,NA,ok,Cuculus poliocephalus,NA,
Cuculus rochii,NA,ok,Cuculus rochii,NA,
Cercococcyx olivinus,NA,ok,Cercococcyx olivinus,NA,
Cercococcyx montanus,NA,ok,Cercococcyx montanus,NA,
Cacomantis merulinus,NA,ok,Cacomantis merulinus,NA,
Cacomantis castaneiventris,NA,ok,Cacomantis castaneiventris,NA,
Cacomantis flabelliformis,NA,ok,Cacomantis flabelliformis,NA,
Chrysococcyx maculatus,NA,ok,Chrysococcyx maculatus,NA,
Chrysococcyx xanthorhynchus,NA,ok,Chrysococcyx xanthorhynchus,NA,
Chrysococcyx flavigularis,NA,ok,Chrysococcyx flavigularis,NA,
Chrysococcyx klaas,NA,ok,Chrysococcyx klaas,NA,
Chrysococcyx cupreus,NA,ok,Chrysococcyx cupreus,NA,
Chrysococcyx caprius,NA,ok,Chrysococcyx caprius,NA,
Phaenicophaeus diardi,NA,ok,Phaenicophaeus diardi,NA,
Phaenicophaeus sumatranus,NA,ok,Phaenicophaeus sumatranus,NA,
Phaenicophaeus tristis,NA,ok,Phaenicophaeus tristis,NA,
Phaenicophaeus viridirostris,NA,ok,Phaenicophaeus viridirostris,NA,
Phaenicophaeus pyrrhocephalus,NA,ok,Phaenicophaeus pyrrhocephalus,NA,
Carpococcyx viridis,NA,ok,Carpococcyx viridis,NA,
Carpococcyx renauldi,NA,ok,Carpococcyx renauldi,NA,
Coua coquereli,NA,ok,Coua coquereli,NA,
Coua reynaudii,NA,ok,Coua reynaudii,NA,
Coua cursor,NA,ok,Coua cursor,NA,
Coua verreauxi,NA,ok,Coua verreauxi,NA,
Coua caerulea,NA,ok,Coua caerulea,NA,
Centropus goliath,NA,ok,Centropus goliath,NA,
Centropus violaceus,NA,ok,Centropus violaceus,NA,
Centropus menbeki,NA,ok,Centropus menbeki,NA,
Centropus ateralbus,NA,ok,Centropus ateralbus,NA,
Centropus phasianinus,NA,ok,Centropus phasianinus,NA,
Centropus spilopterus,NA,ok,Centropus spilopterus,NA,
Centropus bernsteini,NA,ok,Centropus bernsteini,NA,
Centropus chalybeus,NA,ok,Centropus chalybeus,NA,
Centropus rectunguis,NA,ok,Centropus rectunguis,NA,
Centropus steerii,NA,ok,Centropus steerii,NA,
Centropus sinensis,NA,ok,Centropus sinensis,NA,
Centropus andamanensis,NA,ok,Centropus andamanensis,NA,
Centropus nigrorufus,NA,ok,Centropus nigrorufus,NA,
Centropus viridis,NA,ok,Centropus viridis,NA,
Centropus toulou,NA,ok,Centropus toulou,NA,
Centropus grillii,NA,ok,Centropus grillii,NA,
Centropus bengalensis,NA,ok,Centropus bengalensis,NA,
Centropus leucogaster,NA,ok,Centropus leucogaster,NA,
Centropus anselli,NA,ok,Centropus anselli,NA,
Centropus monachus,NA,ok,Centropus monachus,NA,
Centropus cupreicaudus,NA,ok,Centropus cupreicaudus,NA,
Centropus senegalensis,NA,ok,Centropus senegalensis,NA,
Centropus superciliosus,NA,ok,Centropus superciliosus,NA,
Centropus melanops,NA,ok,Centropus melanops,NA,
Centropus celebensis,NA,ok,Centropus celebensis,NA,
Centropus unirufus,NA,ok,Centropus unirufus,NA,
Coccycua cinerea,NA,ok,Coccycua cinerea,NA,
Coccyzus erythropthalmus,NA,ok,Coccyzus erythropthalmus,NA,
Coccyzus americanus,NA,ok,Coccyzus americanus,NA,
Coccyzus euleri,NA,ok,Coccyzus euleri,NA,
Coccyzus minor,NA,ok,Coccyzus minor,NA,
Coccyzus ferrugineus,NA,ok,Coccyzus ferrugineus,NA,
Coccyzus melacoryphus,NA,ok,Coccyzus melacoryphus,NA,
Coccyzus lansbergi,NA,ok,Coccyzus lansbergi,NA,
Coccyzus pluvialis,NA,ok,Coccyzus pluvialis,NA,
Coccyzus rufigularis,NA,ok,Coccyzus rufigularis,NA,
Coccycua minuta,NA,ok,Coccycua minuta,NA,
Dromococcyx pavoninus,NA,ok,Dromococcyx pavoninus,NA,
Neomorphus radiolosus,NA,ok,Neomorphus radiolosus,NA,
Cacatua sanguinea,NA,ok,Cacatua sanguinea,NA,
Eos semilarvata,NA,ok,Eos semilarvata,NA,
Charmosyna rubrigularis,NA,ok,Charmosyna rubrigularis,NA,
Charmosyna toxopei,NA,ok,Charmosyna toxopei,NA,
Charmosyna diadema,NA,ok,Charmosyna diadema,NA,
Micropsitta geelvinkiana,NA,ok,Micropsitta geelvinkiana,NA,
Psittaculirostris salvadorii,NA,ok,Psittaculirostris salvadorii,NA,
Loriculus catamene,NA,ok,Loriculus catamene,NA,
Primolius couloni,NA,ok,Primolius couloni,NA,
Rhynchopsitta terrisi,NA,ok,Rhynchopsitta terrisi,NA,
Pyrrhura devillei,NA,ok,Pyrrhura devillei,NA,
Pyrrhura albipectus,NA,ok,Pyrrhura albipectus,NA,
Psilopsiagon aurifrons,NA,ok,Psilopsiagon aurifrons,NA,
Bolborhynchus ferrugineifrons,NA,ok,Bolborhynchus ferrugineifrons,NA,
Nannopsittaca dachilleae,NA,ok,Nannopsittaca dachilleae,NA,
Touit costaricensis,NA,ok,Touit costaricensis,NA,
Hapalopsittaca fuertesi,NA,ok,Hapalopsittaca fuertesi,NA,
Hapalopsittaca pyrrhops,NA,ok,Hapalopsittaca pyrrhops,NA,
Cypseloides lemosi,NA,ok,Cypseloides lemosi,NA,
Cypseloides rothschildi,NA,ok,Cypseloides rothschildi,NA,
Cypseloides fumigatus,NA,ok,Cypseloides fumigatus,NA,
Cypseloides cherriei,NA,ok,Cypseloides cherriei,NA,
Cypseloides storeri,NA,ok,Cypseloides storeri,NA,
Cypseloides cryptus,NA,ok,Cypseloides cryptus,NA,
Cypseloides senex,NA,ok,Cypseloides senex,NA,
Streptoprocne phelpsi,NA,ok,Streptoprocne phelpsi,NA,
Streptoprocne rutila,NA,ok,Streptoprocne rutila,NA,
Streptoprocne zonaris,NA,ok,Streptoprocne zonaris,NA,
Streptoprocne biscutata,NA,ok,Streptoprocne biscutata,NA,
Streptoprocne semicollaris,NA,ok,Streptoprocne semicollaris,NA,
Hydrochous gigas,NA,ok,Hydrochous gigas,NA,
Collocalia esculenta,NA,ok,Collocalia esculenta,NA,
Collocalia linchi,NA,ok,Collocalia linchi,NA,
Collocalia troglodytes,NA,ok,Collocalia troglodytes,NA,
Mearnsia picina,NA,ok,Mearnsia picina,NA,
Zoonavena grandidieri,NA,ok,Zoonavena grandidieri,NA,
Zoonavena thomensis,NA,ok,Zoonavena thomensis,NA,
Telacanthura melanopygia,NA,ok,Telacanthura melanopygia,NA,
Neafrapus boehmi,NA,ok,Neafrapus boehmi,NA,
Hirundapus caudacutus,NA,ok,Hirundapus caudacutus,NA,
Hirundapus celebensis,NA,ok,Hirundapus celebensis,NA,
Chaetura egregia,NA,ok,Chaetura egregia,NA,
Chaetura martinica,NA,ok,Chaetura martinica,NA,
Chaetura vauxi,NA,ok,Chaetura vauxi,NA,
Schoutedenapus myoptilus,NA,ok,Schoutedenapus myoptilus,NA,
Schoutedenapus schoutedeni,NA,ok,Schoutedenapus schoutedeni,NA,
Aeronautes saxatalis,NA,ok,Aeronautes saxatalis,NA,
Aeronautes montivagus,NA,ok,Aeronautes montivagus,NA,
Tachornis phoenicobia,NA,ok,Tachornis phoenicobia,NA,
Tachornis furcata,NA,ok,Tachornis furcata,NA,
Panyptila sanctihieronymi,NA,ok,Panyptila sanctihieronymi,NA,
Cypsiurus parvus,NA,ok,Cypsiurus parvus,NA,
Tachymarptis aequatorialis,NA,ok,Tachymarptis aequatorialis,NA,
Apus alexandri,NA,ok,Apus alexandri,NA,
Apus unicolor,NA,ok,Apus unicolor,NA,
Apus niansae,NA,ok,Apus niansae,NA,
Apus pallidus,NA,ok,Apus pallidus,NA,
Apus barbatus,NA,ok,Apus barbatus,NA,
Apus berliozi,NA,ok,Apus berliozi,NA,
Apus acuticauda,NA,ok,Apus acuticauda,NA,
Apus caffer,NA,ok,Apus caffer,NA,
Apus batesi,NA,ok,Apus batesi,NA,
Hemiprocne coronata,NA,ok,Hemiprocne coronata,NA,
Hemiprocne longipennis,NA,ok,Hemiprocne longipennis,NA,
Hemiprocne mystacea,NA,ok,Hemiprocne mystacea,NA,
Glaucis hirsutus,NA,ok,Glaucis hirsutus,NA,
Threnetes ruckeri,NA,ok,Threnetes ruckeri,NA,
Phaethornis guy,NA,ok,Phaethornis guy,NA,
Phaethornis koepckeae,NA,ok,Phaethornis koepckeae,NA,
Phaethornis philippii,NA,ok,Phaethornis philippii,NA,
Phaethornis subochraceus,NA,ok,Phaethornis subochraceus,NA,
Phaethornis nattereri,NA,ok,Phaethornis nattereri,NA,
Anopetia gounellei,NA,ok,Anopetia gounellei,NA,
Phaethornis stuarti,NA,ok,Phaethornis stuarti,NA,
Phaethornis striigularis,NA,ok,Phaethornis striigularis,NA,
Phaethornis idaliae,NA,ok,Phaethornis idaliae,NA,
Eutoxeres condamini,NA,ok,Eutoxeres condamini,NA,
Glaucis dohrnii,NA,ok,Glaucis dohrnii,NA,
Campylopterus largipennis,NA,ok,Campylopterus largipennis,NA,
Campylopterus rufus,NA,ok,Campylopterus rufus,NA,
Campylopterus hyperythrus,NA,ok,Campylopterus hyperythrus,NA,
Campylopterus duidae,NA,ok,Campylopterus duidae,NA,
Campylopterus hemileucurus,NA,ok,Campylopterus hemileucurus,NA,
Campylopterus ensipennis,NA,ok,Campylopterus ensipennis,NA,
Campylopterus falcatus,NA,ok,Campylopterus falcatus,NA,
Campylopterus phainopeplus,NA,ok,Campylopterus phainopeplus,NA,
Campylopterus villaviscensio,NA,ok,Campylopterus villaviscensio,NA,
Florisuga fusca,NA,ok,Florisuga fusca,NA,
Colibri thalassinus,NA,ok,Colibri thalassinus,NA,
Colibri coruscans,NA,ok,Colibri coruscans,NA,
Colibri serrirostris,NA,ok,Colibri serrirostris,NA,
Anthracothorax prevostii,NA,ok,Anthracothorax prevostii,NA,
Anthracothorax veraguensis,NA,ok,Anthracothorax veraguensis,NA,
Anthracothorax nigricollis,NA,ok,Anthracothorax nigricollis,NA,
Anthracothorax mango,NA,ok,Anthracothorax mango,NA,
Anthracothorax viridis,NA,ok,Anthracothorax viridis,NA,
Eulampis holosericeus,NA,ok,Eulampis holosericeus,NA,
Lophornis brachylophus,NA,ok,Lophornis brachylophus,NA,
Lophornis adorabilis,NA,ok,Lophornis adorabilis,NA,
Discosura langsdorffi,NA,ok,Discosura langsdorffi,NA,
